,Panel,Product,Likes,Likes_new,Sentiment,Dislikes,Dislikes_new,SentimentDislike
621,MGA,B845,Will ask them to smoke this blend only. It is smooth and good.,"['ask', 'smoke', 'blend', 'smooth', 'good']",0.9974368,No.,['no'],0.9409806
622,Marlts,G647,It is a good cigarette. You feel good in the throat on smoking it.,"['good', 'cigarette', 'feel', 'good', 'throat', 'smoking']",0.9148774,will not change anything. cigarette is good.,"['not', 'change', 'anything', 'cigarette', 'good']",0.8160616
623,MGA,K817,Because cigarette is smooth and doesn’t hurt in the throat.,"['cigarette', 'smooth', 'not', 'hurt', 'throat']",0.88210255,No.,['no'],0.9409806
624,Marlts,T295,That the cigarette is good and soft to smoke. ,"['cigarette', 'good', 'soft', 'smoke']",0.99089885,Will stop smoking our regular blend and start smoking this blend/ No. this is good. ,"['stop', 'smoking', 'regular', 'blend', 'start', 'smoking', 'blend', 'no', 'good']",0.99819
625,Marlts,D782,Everyone should prefer this cigarette. It has less tobacco content and is a light cigarette. Even smoke is less/ No.,"['everyone', 'should', 'prefer', 'cigarette', 'less', 'tobacco', 'content', 'light', 'cigarette', 'even', 'smoke', 'less', 'no']",0.002046978,It is good but tobacco content should be increased/ No.,"['good', 'but', 'tobacco', 'content', 'should', 'increase', 'no']",0.01158507
626,Marlts,B845,cigarette is very strong. It should be slightly light and should be easy to smoke. But this cigarette is very hard.,"['cigarette', 'very', 'strong', 'should', 'slightly', 'light', 'should', 'easy', 'smoke', 'but', 'cigarette', 'very', 'hard']",0.0004564721,Taste should be changed and strongness should be reduced. It hurts in the throat.,"['taste', 'should', 'change', 'strongness', 'should', 'reduce', 'hurt', 'throat']",0.00067369884
627,MGA,D782,This is a good blend but taste is not good. The first one has better than this blend/ No.,"['good', 'blend', 'but', 'taste', 'not', 'good', 'first', 'one', 'well', 'blend', 'no']",0.99337244,Will change the flavor and filter.,"['change', 'flavor', 'filter']",0.71421957
628,Marlts,G647,This is a mild cigarette and is very smooth. It is good for those who prefer smoking mild cigarettes.,"['mild', 'cigarette', 'very', 'smooth', 'good', 'prefer', 'smoking', 'mild', 'cigarette']",0.1204124,cigarette should be made strong and tobacco content should be increased.,"['cigarette', 'should', 'make', 'strong', 'tobacco', 'content', 'should', 'increase']",0.00032407694
629,MGA,B845,cigarette is good and is very smooth. It doesn’t hurt in the throat also.,"['cigarette', 'good', 'very', 'smooth', 'not', 'hurt', 'throat', 'also']",0.8729197,Blank,['blank'],0.78981745
630,Marlts,B845,cigarette is smooth and has good taste but it hurts in the throat.,"['cigarette', 'smooth', 'good', 'taste', 'but', 'hurt', 'throat']",0.9541159,cigarette is smooth. So it should be made hard.,"['cigarette', 'smooth', 'should', 'make', 'hard']",0.036850456
631,MGA,V476,This is a new blend and will ask them to try this blend once.,"['new', 'blend', 'ask', 'try', 'blend']",0.99870455,Menthol flavor should be added or cigarette should be made mild. ,"['menthol', 'flavor', 'should', 'add', 'cigarette', 'should', 'make', 'mild']",0.00034754502
632,MGA,G647,This is a very good cigarette and I liked it very much. ,"['very', 'good', 'cigarette', 'like', 'very', 'much']",0.8208303,There is no need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
633,MGA,B845,cigarette is good and doesn’t hurt in the throat.,"['cigarette', 'good', 'not', 'hurt', 'throat']",0.9417971,No.,['no'],0.9409806
634,Marlts,D782,It is also a good blend/ Yes. Taste is good.,"['also', 'good', 'blend', 'yes', 'taste', 'good']",0.9976392,Will share with all my friends/ No. no need to make any changes. It is good.,"['share', 'friend', 'no', 'no', 'need', 'make', 'change', 'good']",0.9980433
635,MGA,V476,It is not that good. I can prefer it when my blend is not available.,"['not', 'good', 'prefer', 'blend', 'not', 'available']",0.97077227,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
636,MGA,K817,This is a very good blend. It is smooth and light.,"['very', 'good', 'blend', 'smooth', 'light']",0.9924993,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
637,Marlts,T295,cigarette is easy to smoke and I liked it. It is similar to my regular blend.,"['cigarette', 'easy', 'smoke', 'like', 'similar', 'regular', 'blend']",0.9437272,cigarette is good. No need to make any changes.,"['cigarette', 'good', 'no', 'need', 'make', 'change']",0.98539436
638,Marlts,K817,It is easy to smoke and can easily take the puff.,"['easy', 'smoke', 'easily', 'take', 'puff']",0.9200214,It is easy to smoke.,"['easy', 'smoke']",0.9577497
639,MGA,B845,This is a good cblend and not harmful for health.,"['good', 'blend', 'not', 'harmful', 'health']",0.993874,No. ,['no'],0.9409806
640,MGA,D782,That this is a smooth cigarette.,"['smooth', 'cigarette']",0.9085621,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
641,Marlts,B845,Inaudible,['inaudible'],0.3233734,cigarette  is strong. It should be smooth.,"['cigarette', 'strong', 'should', 'smooth']",0.044309393
642,MGA,G647,Will say that this is a good cigarette and enjoy smoking it.,"['say', 'good', 'cigarette', 'enjoy', 'smoking']",0.94788665,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
643,Marlts,K817,That this is a good blend and better than other cigarettes. Will ask my friends to smoke this blend.,"['good', 'blend', 'well', 'cigarette', 'ask', 'friend', 'smoke', 'blend']",0.9983297,Tobacco quantity and taste everything is perfect. It doesn’t hurt in the throat also. So no need to make any changes.,"['tobacco', 'quantity', 'taste', 'everything', 'perfect', 'not', 'hurt', 'throat', 'also', 'no', 'need', 'make', 'change']",0.887194
644,MGA,D782,Will say that this is a good product and will ask them to try it.,"['say', 'good', 'product', 'ask', 'try']",0.99322236,Tobacco level should be reduced. Everything else is good.,"['tobacco', 'level', 'should', 'reduce', 'everything', 'else', 'good']",0.029458774
645,MGA,K817,Will not tell about this blend because the previous blend was good and perfect level of tobacco.,"['not', 'tell', 'blend', 'previous', 'blend', 'good', 'perfect', 'level', 'tobacco']",0.9984463,No. cigarette is good and smooth. ,"['no', 'cigarette', 'good', 'smooth']",0.9969817
646,MGA,V476,I felt good after smoking. Its is good.,"['felt', 'good', 'after', 'smoking', 'good']",0.98422503,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
647,MGA,B845,I will recommend this product to my friends. but the smoke goes very slowly through the throat.,"['recommend', 'product', 'friend', 'but', 'smoke', 'go', 'very', 'slowly', 'throat']",0.534213,Flavor should be changed. ,"['flavor', 'should', 'change']",0.07821949
648,Marlts,K817,This cigarette is very different from my regular blend. This is very light and doesn’t hurt in the throat. ,"['cigarette', 'very', 'different', 'regular', 'blend', 'very', 'light', 'not', 'hurt', 'throat']",0.7651418,No.,['no'],0.9409806
649,MGA,D782,cigarette is good.,"['cigarette', 'good']",0.9625361,No.,['no'],0.9409806
650,MGA,G647,Will say that this is a good blend and will ask them to try this blend once.,"['say', 'good', 'blend', 'ask', 'try', 'blend']",0.9994031,I liked the cigarette. No need to make any changes. It is good.,"['like', 'cigarette', 'no', 'need', 'make', 'change', 'good']",0.9867443
651,MGA,B845,That this is a good product.,"['good', 'product']",0.95046735,Will make it light and smooth.,"['make', 'light', 'smooth']",0.75032717
652,Marlts,G647,It is not a good product.,"['not', 'good', 'product']",0.8777147,Will add some flavor to this/ Inaudible and background noise.,"['add', 'flavor', 'inaudible', 'background', 'noise']",0.052849025
653,MGA,K817,Will ask my friends to try it once.,"['ask', 'friend', 'try']",0.97593904,Tobacco flavor should be changed.,"['tobacco', 'flavor', 'should', 'change']",0.025715183
654,MGA,K817,"cigarette is light. If it is made strong, it will be successful in market.","['cigarette', 'light', 'make', 'strong', 'successful', 'market']",0.19636834,cigarette should be made strong.,"['cigarette', 'should', 'make', 'strong']",0.018139271
655,MGA,D782,That this is a light cigarette.,"['light', 'cigarette']",0.64345133,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
656,Marlts,D782,I liked the product but tobacco content was more which hurts in the throat. But will recommend my friends to try it once.,"['like', 'product', 'but', 'tobacco', 'content', 'hurt', 'throat', 'but', 'recommend', 'friend', 'try']",0.14808638,There is no need to make any changes but tobacco content was more. So it should be reduced.,"['no', 'need', 'make', 'change', 'but', 'tobacco', 'content', 'should', 'reduce']",0.001689146
657,MGA,K817,My friends try new products. So they will try this one as this is a good product/ Flavor was good.,"['friend', 'try', 'new', 'product', 'try', 'one', 'good', 'product', 'flavor', 'good']",0.9960634,Taste should be changed and some flavor should be added to the blend/ Like mint flavor or some other flavor.,"['taste', 'should', 'change', 'flavor', 'should', 'add', 'blend', 'like', 'mint', 'flavor', 'flavor']",0.003412842
658,Marlts,B845,This is a good product.,"['good', 'product']",0.95046735,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
659,MGA,D782,That this product is better than the first one. And actually it is a very smooth cigarette. So it goes smoothly through the throat.,"['product', 'well', 'first', 'one', 'actually', 'very', 'smooth', 'cigarette', 'go', 'smoothly', 'throat']",0.8142424,No because I liked it taste. ,"['no', 'like', 'taste']",0.94306356
660,MGA,T295,That this is a very good product.  This cigarette has very good smell and you can smoke it.,"['very', 'good', 'product', 'cigarette', 'very', 'good', 'smell', 'smoke']",0.87433094,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
661,MGA,V476,This is a good cigarette. It is a light cigarette with good taste.,"['good', 'cigarette', 'light', 'cigarette', 'good', 'taste']",0.9856523,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
662,MGA,G647,This cigarette is light and smooth. Filter is big and is tasteless.,"['cigarette', 'light', 'smooth', 'filter', 'big', 'tasteless']",0.5393286,cigarette should be made light because it hurts in the throat. Smoke is also more and filter is not good.,"['cigarette', 'should', 'make', 'light', 'hurt', 'throat', 'smoke', 'also', 'filter', 'not', 'good']",0.23620532
663,MGA,B845,cigarette is good with good flow. Tobacco level is good. ,"['cigarette', 'good', 'good', 'flow', 'tobacco', 'level', 'good']",0.9956678,Everything in the cigarette is good. So there is no need to make any changes.,"['everything', 'cigarette', 'good', 'no', 'need', 'make', 'change']",0.9857911
664,MGA,D782,This cigarette hurts in the throat.,"['cigarette', 'hurt', 'throat']",0.8685712,The puff should be improved. Company  should improve the smoke or puff. It hurts in the throat.,"['puff', 'should', 'improve', 'company', 'should', 'improve', 'smoke', 'puff', 'hurt', 'throat']",0.0037241247
665,MGA,T295,This is  a good cigarette and  doesn’t hurt in the throat. ,"['good', 'cigarette', 'not', 'hurt', 'throat']",0.92606276,No.,['no'],0.9409806
666,Marlts,G647,Will say that this is a good product and doesn’t hurt in the throat. Will ask them to try it once.,"['say', 'good', 'product', 'not', 'hurt', 'throat', 'ask', 'try']",0.96674794,No.,['no'],0.9409806
667,Marlts,V476,I would say that this is a very good cigarette. I will ask them to try it. So they will know its taste on their own.,"['would', 'say', 'very', 'good', 'cigarette', 'ask', 'try', 'know', 'taste']",0.98530686,It is perfectly fine. No need to make any changes.,"['perfectly', 'fine', 'no', 'need', 'make', 'change']",0.98088855
668,Marlts,V476,That this is a light cigarette.,"['light', 'cigarette']",0.64345133,No.,['no'],0.9409806
669,MGA,G647,This blend is OK/ The smoke is strong. So it hurts when you inhale the smoke. ,"['blend', 'ok', 'smoke', 'strong', 'hurt', 'inhale', 'smoke']",0.96687126,Flavor should be changed. ,"['flavor', 'should', 'change']",0.07821949
670,MGA,K817,This is a good cigarette and the filter is also good. cigarette goes smoothly/ Will say that this is  a good cigarette and will ask them to try it.,"['good', 'cigarette', 'filter', 'also', 'good', 'cigarette', 'go', 'smoothly', 'say', 'good', 'cigarette', 'ask', 'try']",0.9963492,No but filter size should be increased.,"['no', 'but', 'filter', 'size', 'should', 'increase']",0.015402228
671,Marlts,G647,That the tobacco flavor is good with good filter. ,"['tobacco', 'flavor', 'good', 'good', 'filter']",0.97657746,It would be good if tobacco content is increased and filter size is increased.,"['would', 'good', 'tobacco', 'content', 'increase', 'filter', 'size', 'increase']",0.0022185622
672,Marlts,G647,This is a good blend and can easily take the puff.,"['good', 'blend', 'easily', 'take', 'puff']",0.98919463,Not properly audible.,"['not', 'properly', 'audible']",0.6303735
673,Marlts,V476,Will say that this is a very good cigarette to smoke.,"['say', 'very', 'good', 'cigarette', 'smoke']",0.987644,Flavor and everything is good. So no need to make any changes.,"['flavor', 'everything', 'good', 'no', 'need', 'make', 'change']",0.98214024
674,Marlts,K817,Will say that this is a good product and doesn’t hurt in the throat. Will ask them to try it once.,"['say', 'good', 'product', 'not', 'hurt', 'throat', 'ask', 'try']",0.96674794,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
675,Marlts,D782,This is a good product and will ask my friends to smoke it.,"['good', 'product', 'ask', 'friend', 'smoke']",0.98027647,Product is good. No need to make any changes.,"['product', 'good', 'no', 'need', 'make', 'change']",0.97806865
676,MGA,V476,It is easy to hold the cigarette.,"['easy', 'hold', 'cigarette']",0.7588884,No.,['no'],0.9409806
677,Marlts,D782,This is a very light cigarette. I didn’t enjoy smoking it.,"['very', 'light', 'cigarette', 'not', 'enjoy', 'smoking']",0.19372001,Tobacco quantity should be increased.,"['tobacco', 'quantity', 'should', 'increase']",0.0077238097
678,Marlts,B845,Will say that this is a good blend and will ask them to try this blend once.,"['say', 'good', 'blend', 'ask', 'try', 'blend']",0.9994031,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
679,Marlts,G647,Will recommend to my friends but cigarette is hard. It hurts in the throat. It should be light.,"['recommend', 'friend', 'but', 'cigarette', 'hard', 'hurt', 'throat', 'should', 'light']",0.009130058,cigarette should be made light. The flavor is hard and hurts in the throat. So it should be made light.,"['cigarette', 'should', 'make', 'light', 'flavor', 'hard', 'hurt', 'throat', 'should', 'make', 'light']",0.0010258587
680,Marlts,B845,This cigarette is smooth but you have to put pressure to take the puff.,"['cigarette', 'smooth', 'but', 'put', 'pressure', 'take', 'puff']",0.7517404,cigarette is tight while taking puff. So that should not be there. And filter quality should be improved.,"['cigarette', 'tight', 'take', 'puff', 'should', 'not', 'filter', 'quality', 'should', 'improve']",0.0022213229
681,MGA,K817,I will ask my friends to smoke this cigarette.,"['ask', 'friend', 'smoke', 'cigarette']",0.93554276,Tobacco quantity should be increased.,"['tobacco', 'quantity', 'should', 'increase']",0.0077238097
682,MGA,T295,This is a good cigarette and the taste is similar to my blend. I liked it.,"['good', 'cigarette', 'taste', 'similar', 'blend', 'like']",0.9891222,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
683,Marlts,B845,No response,"['no', 'response']",0.98012805,No.,['no'],0.9409806
684,MGA,V476,Not audible.,"['not', 'audible']",0.6303735,Tobacco should be strong and flavor should be changed. ,"['tobacco', 'should', 'strong', 'flavor', 'should', 'change']",0.001070285
685,MGA,G647,Will tell my friends to smoke this cigarette. ,"['tell', 'friend', 'smoke', 'cigarette']",0.9676608,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
686,MGA,G647,It is a good cigarette.,"['good', 'cigarette']",0.96528995,Inaudible and background noise.,"['inaudible', 'background', 'noise']",0.3233734
687,Marlts,B845,Will tell my friends to try and see this cigarette. It is a good cigarette. If my brand is not available I can go with this cigarette.,"['tell', 'friend', 'try', 'see', 'cigarette', 'good', 'cigarette', 'brand', 'not', 'available', 'go', 'cigarette']",0.9901779,Smoothness should be changed. cigarette should be made more smooth.,"['smoothness', 'should', 'change', 'cigarette', 'should', 'make', 'smooth']",0.018359916
688,MGA,V476,I liked the cigarette very much and will ask my friends to smoke this cigarette.,"['like', 'cigarette', 'very', 'much', 'ask', 'friend', 'smoke', 'cigarette']",0.7766561,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
689,MGA,V476,I will say that product is good with good taste. It is smooth to smoke and has perfect quantity of tobacco. Will suggest my friends also to smoke.,"['say', 'product', 'good', 'good', 'taste', 'smooth', 'smoke', 'perfect', 'quantity', 'tobacco', 'suggest', 'friend', 'also', 'smoke']",0.9557018,cigarette is good to smoke. No need to make any changes.,"['cigarette', 'good', 'smoke', 'no', 'need', 'make', 'change']",0.9833245
690,Marlts,T295,cigarette is smooth and safe to smoke. I will recommend my friends to smoke this ciggreate.,"['cigarette', 'smooth', 'safe', 'smoke', 'recommend', 'friend', 'smoke', 'cigarette']",0.983051,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
691,MGA,T295,No.,['no'],0.9409806,No.,['no'],0.9409806
692,Marlts,T295,I will ask my friends to try this cigarette. It tastes very good while smoking.,"['ask', 'friend', 'try', 'cigarette', 'taste', 'very', 'good', 'smoking']",0.9850124,Filter size should be increased.,"['filter', 'size', 'should', 'increase']",0.0067933286
694,Marlts,T295,It is a good cigarette and I will recommend it to my friends.,"['good', 'cigarette', 'recommend', 'friend']",0.98084,The quantity of tobacco should be increased and the filter should be smooth.,"['quantity', 'tobacco', 'should', 'increase', 'filter', 'should', 'smooth']",0.0016185405
695,MGA,G647,This cigarette is light and I didn't like much about it.,"['cigarette', 'light', 'not', 'like', 'much']",0.17426075,I would like to add some flavor for better experience of this cigarette.,"['would', 'like', 'add', 'flavor', 'well', 'experience', 'cigarette']",0.16752264
696,Marlts,G647,I will recommend this cigarette to my friends. It doesn't cause irritation in the throat.,"['recommend', 'cigarette', 'friend', 'not', 'irritation', 'throat']",0.4630645,The quantity of tobacco should be reduced so that the cigarette would be more smooth.,"['quantity', 'tobacco', 'should', 'reduce', 'cigarette', 'would', 'smooth']",0.0025871953
697,Marlts,V476,This cigarette is smooth and it was nice to smoke. I will recommend it to my friends.,"['cigarette', 'smooth', 'nice', 'smoke', 'recommend', 'friend']",0.9947476,The after smell of this cigarette should be reduced and the quantity of smoke should be increased.,"['after', 'smell', 'cigarette', 'should', 'reduce', 'quantity', 'smoke', 'should', 'increase']",0.00028912007
698,Marlts,V476,The taste and the flavor of this cigarette is very bad and I didn't like it.,"['taste', 'flavor', 'cigarette', 'very', 'bad', 'not', 'like']",0.055379882,I would like to change the tobacco and the filter of this cigarette.,"['would', 'like', 'change', 'tobacco', 'filter', 'cigarette']",0.11467057
699,Marlts,D782,This brand is little bit strong and I like it. I will share the same with my friends.,"['brand', 'little', 'bit', 'strong', 'like', 'share', 'friend']",0.31380805,This cigarette should be little bit soft. It is very hard,"['cigarette', 'should', 'little', 'bit', 'soft', 'very', 'hard']",0.0027495043
700,Marlts,T295,It is a good cigarette. It is smooth and the flavor of tobacco is also good.,"['good', 'cigarette', 'smooth', 'flavor', 'tobacco', 'also', 'good']",0.9581315,I would like to add flavor in the blend for better experience.,"['would', 'like', 'add', 'flavor', 'blend', 'well', 'experience']",0.51635486
701,MGA,T295,This product was very strong.,"['product', 'very', 'strong']",0.24594562,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
702,Marlts,T295,It is a very good cigarette. I will recommend it to my friends.,"['very', 'good', 'cigarette', 'recommend', 'friend']",0.9777458,I would like to make changes in the filter.,"['would', 'like', 'make', 'change', 'filter']",0.25557888
703,Marlts,G647,It is nice to smoke this cigarette. It is smooth and I will suggest my friends to use it.,"['nice', 'smoke', 'cigarette', 'smooth', 'suggest', 'friend', 'use']",0.98601156,No changes required in the blend. It is light and smooth.,"['no', 'change', 'require', 'blend', 'light', 'smooth']",0.99756587
704,MGA,D782,It is a good product and it is nice to smoke. I will suggest my friends to try it once.,"['good', 'product', 'nice', 'smoke', 'suggest', 'friend', 'try']",0.9972863,I would like to increase the size of filter and rest everything is okay.,"['would', 'like', 'increase', 'size', 'filter', 'rest', 'everything', 'okay']",0.015540677
705,Marlts,B845,This product is okay and I like it. I will recommend it to my friends.,"['product', 'okay', 'like', 'recommend', 'friend']",0.7462593,No changes required in the blend. Everything is okay.,"['no', 'change', 'require', 'blend', 'everything', 'okay']",0.9984413
706,Marlts,T295,This cigarette is similar to my regular brand. It was nice to smoke and the quality of smoke is good. I will suggest my friends to use it.,"['cigarette', 'similar', 'regular', 'brand', 'nice', 'smoke', 'quality', 'smoke', 'good', 'suggest', 'friend', 'use']",0.99614453,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
707,Marlts,G647,This cigarette is very strong and it is difficult to take puffs. I will suggest my friends not to use it.,"['cigarette', 'very', 'strong', 'difficult', 'take', 'puff', 'suggest', 'friend', 'not', 'use']",0.0145772975,The quantity of tobacco should be reduced.,"['quantity', 'tobacco', 'should', 'reduce']",0.0041265427
708,MGA,B845,This cigarette is light. The taste and the flavor is also good.,"['cigarette', 'light', 'taste', 'flavor', 'also', 'good']",0.86519045,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
709,Marlts,V476,I like the flavor of this cigarette so much. I will recommend it to my friends and they will definitely like it too.,"['like', 'flavor', 'cigarette', 'much', 'recommend', 'friend', 'definitely', 'like']",0.6517299,No changes required in the blend. Everything is perfect.,"['no', 'change', 'require', 'blend', 'everything', 'perfect']",0.9994753
710,Marlts,G647,I didn't like much about the taste of this cigarette.,"['not', 'like', 'much', 'taste', 'cigarette']",0.1750463,The quantity of tobacco should be little bit reduced.,"['quantity', 'tobacco', 'should', 'little', 'bit', 'reduce']",0.0005853505
711,Marlts,T295,I would like to share with my friends that the taste of this cigarette is very good and they should try it once.,"['would', 'like', 'share', 'friend', 'taste', 'cigarette', 'very', 'good', 'should', 'try']",0.96558493,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
712,Marlts,V476,I would like to share with my friends that this product is light and very nice to smoke. I will suggest them to try it.,"['would', 'like', 'share', 'friend', 'product', 'light', 'very', 'nice', 'smoke', 'suggest', 'try']",0.9961759,No changes required in the blend. The quantity of tobacco was perfect and the filter was also good.,"['no', 'change', 'require', 'blend', 'quantity', 'tobacco', 'perfect', 'filter', 'also', 'good']",0.9955525
713,MGA,T295,I would like to share with my friends that it is a good product and they should use it.,"['would', 'like', 'share', 'friend', 'good', 'product', 'should', 'use']",0.8033729,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
714,MGA,V476,I would like to share with my friends that I like this product and they should try it.,"['would', 'like', 'share', 'friend', 'like', 'product', 'should', 'try']",0.6802803,No changes required in the blend. It was very nice to smoke.,"['no', 'change', 'require', 'blend', 'very', 'nice', 'smoke']",0.99914265
715,Marlts,T295,I would like to share with my friends that it is a very good product.,"['would', 'like', 'share', 'friend', 'very', 'good', 'product']",0.9904469,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
716,Marlts,B845,This cigarette is very smooth and I will recommend it to my friends.,"['cigarette', 'very', 'smooth', 'recommend', 'friend']",0.9534117,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
717,MGA,T295,This cigarette is little bit light. I will suggest my friends to try it.,"['cigarette', 'little', 'bit', 'light', 'suggest', 'friend', 'try']",0.4543844,I would like to increase the quantity of tobacco because I like hard cigarettes.,"['would', 'like', 'increase', 'quantity', 'tobacco', 'like', 'hard', 'cigarette']",0.0030986818
718,Marlts,T295,I would like to share with my friends that it is a good cigarette and they should use it.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'should', 'use']",0.88297707,No changes required in the blend. This cigarette is perfect.,"['no', 'change', 'require', 'blend', 'cigarette', 'perfect']",0.99936146
719,Marlts,G647,This cigarette is strong and the smoke caused irritation in the throat.,"['cigarette', 'strong', 'smoke', 'cause', 'irritation', 'throat']",0.04943152,I would like to reduce the quantity of tobacco.,"['would', 'like', 'reduce', 'quantity', 'tobacco']",0.005990206
720,Marlts,D782,It was a good cigarette. It was smooth and I like it. I will recommend it to my friends.,"['good', 'cigarette', 'smooth', 'like', 'recommend', 'friend']",0.9808748,I would like to change the filter of this cigarette.,"['would', 'like', 'change', 'filter', 'cigarette']",0.2789686
721,Marlts,K817,This product is smooth. It makes me feel relaxed. I will definitely recommend it to my friends.,"['product', 'smooth', 'make', 'feel', 'relaxed', 'definitely', 'recommend', 'friend']",0.9727126,No changes required in the blend. The quantity of tobacco is perfect.,"['no', 'change', 'require', 'blend', 'quantity', 'tobacco', 'perfect']",0.99733573
722,Marlts,G647,This cigarette is not very good.,"['cigarette', 'not', 'very', 'good']",0.9167036,The quantity of tobacco should be reduced and the cigarette should be little bit light.,"['quantity', 'tobacco', 'should', 'reduce', 'cigarette', 'should', 'little', 'bit', 'light']",0.0002726673
723,Marlts,V476,This cigarette is okay and I like it. It is neither very strong and nor very light.,"['cigarette', 'okay', 'like', 'neither', 'very', 'strong', 'very', 'light']",0.107694335,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
724,Marlts,B845,It is a good cigarette. The flavor was okay.,"['good', 'cigarette', 'flavor', 'okay']",0.9596002,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
725,Marlts,G647,I would like to share with my friends that it is a good cigarette and they should try it once.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'should', 'try']",0.9769383,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
726,MGA,K817,It is a very good cigarette. The flavor is also good. It is slightly hard but rest everything is fine.,"['very', 'good', 'cigarette', 'flavor', 'also', 'good', 'slightly', 'hard', 'but', 'rest', 'everything', 'fine']",0.08285139,The puffs should be easy.,"['puff', 'should', 'easy']",0.20638289
727,Marlts,D782,I will recommend this cigarette to my friends.,"['recommend', 'cigarette', 'friend']",0.88459796,No changes required in the blend. It is very good.,"['no', 'change', 'require', 'blend', 'very', 'good']",0.9992163
728,Marlts,G647,I would like to share with my friends that it is a good cigarette.,"['would', 'like', 'share', 'friend', 'good', 'cigarette']",0.99286073,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
729,Marlts,V476,I like the taste of this cigarette.,"['like', 'taste', 'cigarette']",0.61699235,No changes required in the blend. The taste is good.,"['no', 'change', 'require', 'blend', 'taste', 'good']",0.9991617
730,MGA,K817,It is a very good cigarette and it is harmless to the health.,"['very', 'good', 'cigarette', 'harmless', 'health']",0.96756136,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
731,MGA,D782,This cigarette is little bit strong.,"['cigarette', 'little', 'bit', 'strong']",0.02907408,The flavor of tobacco should be reduced and the puffs should be easy.,"['flavor', 'tobacco', 'should', 'reduce', 'puff', 'should', 'easy']",0.0010349004
732,MGA,V476,I would like to share with my friends that it is a good cigarette.,"['would', 'like', 'share', 'friend', 'good', 'cigarette']",0.99286073,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
733,Marlts,K817,This product is okay but few changes are required. I will suggest my friends to try it once.,"['product', 'okay', 'but', 'change', 'require', 'suggest', 'friend', 'try']",0.9915582,The filter should be little bit small in size.,"['filter', 'should', 'little', 'bit', 'small', 'size']",0.0013298786
734,Marlts,B845,It is a good cigarette but the smoke cause slight irritation in the throat. I will suggest my friends to try it once.,"['good', 'cigarette', 'but', 'smoke', 'slight', 'irritation', 'throat', 'suggest', 'friend', 'try']",0.8836633,The quantity of tobacco should be reduced.,"['quantity', 'tobacco', 'should', 'reduce']",0.0041265427
735,MGA,K817,It is a good cigarette. It is light and smooth. I will recommend it to my friends.,"['good', 'cigarette', 'light', 'smooth', 'recommend', 'friend']",0.9797721,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
736,Marlts,D782,I didn't like much about this cigarette.,"['not', 'like', 'much', 'cigarette']",0.1913739,I would like to reduce the quantity of tobacco and change the filter and the flavor of this cigarette.,"['would', 'like', 'reduce', 'quantity', 'tobacco', 'change', 'filter', 'flavor', 'cigarette']",0.0052168434
737,MGA,K817,It is a good cigarette and it doesn't cause any problem in the throat while smoking.,"['good', 'cigarette', 'not', 'problem', 'throat', 'smoking']",0.29160258,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
